code,current,name,gender,function,country,nationality,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang
1896541,TRUE,FUKUSHIMA Shihomi,Female,Athlete,Japan,Japan,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",1995-06-19,MUNAKATA,Japan,TOKYO,Japan,,,"Athlete, office worker","Law at Hosei University (Tokyo, JPN)",Japanese
1896542,TRUE,EMURA Misaki,Female,Athlete,Japan,Japan,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",1998-11-20,OITA,Japan,,,,"Enjoys photography, fashion and shopping (to relieve stress). Loves ice cream, but only eats it on the weekend",Athlete,"Studied Law at Chuo University (Hachioji, JPN)","Japanese, Korean"
1896544,TRUE,AZUMA Sera,Female,Athlete,Japan,Japan,0,0,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",1999-08-20,WAKAYAMA,Japan,,Japan,,Listening to music,"Athlete, office worker","Studied Physical Education at Nippon Sport Science University (Tokyo, JPN)",Japanese
1896545,TRUE,UENO Yuka,Female,Athlete,Japan,Japan,0,0,['Fencing'],"[""Women's Foil Individual"", ""Women's Foil Team""]",2001-11-28,BEPPU,Japan,,Japan,,Watching baseball,Student,"Chuo University (Tokyo, JPN)",Japanese
1896547,TRUE,YOSHIDA Kento,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's Sabre Individual""]",1992-12-10,MORIOKA,Japan,,Japan,,"Gaming, watching TV",Police athlete,"Studied Law at Hosei University (Tokyo, JPN)",Japanese
1896548,TRUE,KANO Koki,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's 횋p챕e Individual"", ""Men's 횋p챕e Team""]",1997-12-19,AMA,Japan,,Japan,,Watching video clips on the internet,"Athlete, airline worker","Sports Science at the Waseda University (Tokyo, JPN)",Japanese
1896549,TRUE,YAMADA Masaru,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's 횋p챕e Individual"", ""Men's 횋p챕e Team""]",1994-06-14,TOBA,Japan,,Japan,"Masarun, Makun",Watching movies,Athlete,"Physical Education at the Nihon University (Tokyo, JPN)",Japanese
1896550,TRUE,MATSUYAMA Kyosuke,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",1996-12-19,TOKYO,Japan,TAITO,Japan,Kyochan,"Football, playing the guitar, watching Japanese baseball team the Saitama Seibu Lions, music, surfing, vintage clothing","Athlete, office worker","Graduated in 2020 in Sports Sciences from Waseda University (Tokyo, JPN)",Japanese
1896551,TRUE,NAGANO Yudai,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's Foil Team""]",1998-10-15,,,,,,,,,
1896553,TRUE,SHIKINE Takahiro,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's Foil Individual"", ""Men's Foil Team""]",1997-12-07,,Japan,TOKYO,Japan,,Reading comic books,"Athlete, office worker","Law at Hosei University (Tokyo, JPN)",Japanese
1896554,TRUE,MINOBE Kazuyasu,Male,Athlete,Japan,Japan,0,0,['Fencing'],"[""Men's 횋p챕e Individual"", ""Men's 횋p챕e Team""]",1987-07-15,ECHIZEN,Japan,SHINJUKU,Japan,Kazu,,"Athlete, office worker","Studied Politics at Hosei University (Tokyo, JPN)",Japanese
1896577,TRUE,FUJISAKA Naoki,Male,Athlete,Japan,Japan,180,0,['Handball'],['Men'],2002-07-01,SABAE,Japan,,Japan,,,Athlete,Attended Nippon Sport Science University (JPN),Japanese
1896578,TRUE,YASUHIRA Kosuke,Male,Athlete,Japan,Japan,172,0,['Handball'],['Men'],2000-06-29,TOYAMA,Japan,SKOPJE,North Macedonia,Sonic,,Athlete,,Japanese
1896580,TRUE,OKAMOTO Daisuke,Male,Athlete,Japan,Japan,190,0,['Handball'],['Men'],1995-03-29,YAMAGUCHI PREFECTURE,Japan,,Japan,,Reading,Athlete,Attended Chuba University (JPN),Japanese
1896585,TRUE,SAKURAI Tomoya,Male,Athlete,Japan,Japan,190,0,['Handball'],['Men'],1999-10-18,,Japan,TOKYO,Japan,,"Fishing, watching movies, listening to music",Athlete,"Attended Meiji University, Tokyo (JPN)",Japanese
1896587,TRUE,NAKAMURA Takumi,Male,Athlete,Japan,Japan,190,0,['Handball'],['Men'],1996-08-02,FUKOUKA PREFECTURE,Japan,TOKYO,Japan,,Fishing,Athlete,Attended Fukuoka University (JPN),Japanese
1896588,TRUE,TAMAKAWA Hiroyasu,Male,Athlete,Japan,Japan,200,0,['Handball'],['Men'],1995-04-27,SAITAMA,Japan,TOKYO,Japan,,,Athlete,,Japanese
1896590,TRUE,SUGIOKA Naoki,Male,Athlete,Japan,Japan,177,0,['Handball'],['Men'],1994-04-18,KYOTANABE,Japan,KARIYA,Japan,,Walking,"Athlete, office worker","Studied Commerce at Chuo University, Hachioji (JPN)",Japanese
1896591,TRUE,YOSHIDA Shuichi,Male,Athlete,Japan,Japan,193,0,['Handball'],['Men'],2001-03-26,WAKAYAMA,Japan,DUNKERQUE,France,Yoshi,,Athlete,Studied physical education at the University of Tsukuba (JPN),"English, Japanese"
1896592,TRUE,TAKANO Sota,Male,Athlete,Japan,Japan,193,0,['Handball'],['Men'],1998-08-19,TOKYO,Japan,,Japan,,Fishing,Athlete,Attended University of Tsukuba (JPN),Japanese
1896593,TRUE,BAIG Adam Yuki,Male,Athlete,Japan,Japan,195,0,['Handball'],['Men'],1999-04-21,FUKUOKA,Japan,TOKYO,Japan,,"Shopping, watching films, watching baseball","Athlete, student","Studied Law at Chuo University (Tokyo, JPN)","English, Japanese"
1896597,TRUE,TOKUDA Shinnosuke,Male,Athlete,Japan,Japan,178,0,['Handball'],['Men'],1995-12-06,IWAKUNI,Japan,DOHA,Qatar,,"Watching baseball, taking a bath","Athlete, office worker",Studied Physical Education at the University of Tsukuba (JPN),"English, Japanese"
1896600,TRUE,YOSHINO Tatsuki,Male,Athlete,Japan,Japan,183,0,['Handball'],['Men'],1994-07-13,MISATO,Japan,TOKYO,Japan,,"Reading, shopping, travelling, going to restaurants",Athlete,"Studied Politics at Meiji University, Tokyo (JPN)",Japanese
1896601,TRUE,WATANABE Jin,Male,Athlete,Japan,Japan,183,0,['Handball'],['Men'],1990-01-17,OITA,Japan,TOKYO,Japan,JJ,,"Athlete, office worker","Studied Economics at Nihon University, Tokyo (JPN)",Japanese
1896603,TRUE,MOTOKI Hiroki,Male,Athlete,Japan,Japan,182,0,['Handball'],['Men'],1992-02-14,KASUMIGAURA,Japan,TOKYO,Japan,Motton,,"Athlete, office worker","Attended Nippon Sport Science University, Tokyo (JPN)",Japanese
1896648,TRUE,UCHIJIMA Moyuka,Female,Athlete,Japan,Japan,173,0,['Tennis'],"[""Women's Singles""]",2001-08-11,KUALA LUMPUR,Malaysia,,,,Likes to listen South Korean boy band BTS,,,Japanese
1896658,TRUE,SHIBAHARA Ena,Female,Athlete,Japan,Japan,173,0,['Tennis'],"[""Women's Doubles"", 'Mixed Doubles']",1998-02-12,"MOUNTAIN VIEW, CA",United States,,,,"Loves spending time with family and friends, enjoys the outdoors, listening to music, making crafts, and cooking",,,"English, Japanese"
1896659,TRUE,AOYAMA Shuko,Female,Athlete,Japan,Japan,154,0,['Tennis'],"[""Women's Doubles""]",1987-12-19,OSAKA,Japan,"COLORADO SPRINGS, CO",United States,,,,,"English, Japanese"
1896661,TRUE,DANIEL Taro,Male,Athlete,Japan,Japan,191,0,['Tennis'],"[""Men's Doubles"", ""Men's Singles""]",1993-01-27,"NEW YORK, NY",United States,,,,"Enjoys playing table tennis, listening to classic rock music and watching movies, especially from Woody Allen",,,"English, Japanese, Spanish"
1896662,TRUE,OSAKA Naomi,Female,Athlete,Japan,Japan,180,0,['Tennis'],"[""Women's Singles""]",1997-10-16,OSAKA,Japan,"LOS ANGELES, CA",United States,,"Fashion, gaming and photography",,,"English, Japanese"
1896664,TRUE,NISHIKORI Kei,Male,Athlete,Japan,Japan,178,0,['Tennis'],"[""Men's Doubles"", ""Men's Singles"", 'Mixed Doubles']",1989-12-29,SHIMANE,Japan,"BRADENTON, FL",United States,Air Kei,,,,"English, Japanese"
1896691,TRUE,ABDIRAKHMATOV Zafarmurod,Male,Athlete,Uzbekistan,Uzbekistan,170,0,['Football'],['Men'],2003-04-28,QAMASHI,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896694,TRUE,ASKAROV Bekhruzbek,Male,Athlete,Uzbekistan,Uzbekistan,178,0,['Football'],['Men'],2003-03-08,,,,,,,Athlete,,
1896703,TRUE,BURIEV Abdurauf,Male,Athlete,Uzbekistan,Uzbekistan,175,0,['Football'],['Men'],2002-07-20,TASHKENT,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896726,TRUE,AMARE Samsom,Male,Athlete,Eritrea,Eritrea,175,0,['Athletics'],"[""Men's Marathon""]",1994-01-01,,Eritrea,,,,,Athlete,,Tigrinya
1896733,TRUE,FUNAKUBO Haruka,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women -57 kg', 'Mixed Team']",1998-10-10,"FUJIYOSHIDA, YAMANASHI",Japan,,Japan,,,Athlete,Fujigakuen High School,Japanese
1896735,TRUE,TSUNODA Natsumi,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women -48 kg', 'Mixed Team']",1992-08-06,,Japan,,Japan,,,,,Japanese
1896740,TRUE,HASHIMOTO Soichi,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men -73 kg', 'Mixed Team']",1991-08-24,SHIZUOKA,Japan,TOKYO,Japan,,,,,Japanese
1896743,TRUE,TAKAYAMA Rika,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women -78 kg', 'Mixed Team']",1994-08-27,,Japan,,Japan,,,,,Japanese
1896744,TRUE,NIIZOE Saki,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women -70 kg', 'Mixed Team']",1996-07-04,,Japan,,Japan,,,Athlete,,Japan
1896748,TRUE,SAITO Tatsuru,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men +100 kg', 'Mixed Team']",2002-03-08,OSAKA,Japan,,Japan,,,Athlete,,Japanese
1896750,TRUE,MURAO Sanshiro,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men -90 kg', 'Mixed Team']",2000-08-28,,Japan,,Japan,SanChan,,Athlete,"Studied at Tokai University (Shibuya, JPN)",Japanese
1896752,TRUE,NAGAYAMA Ryuju,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men -60 kg', 'Mixed Team']",1996-04-15,"BIBAI, HOKKAIDO",Japan,,Japan,,,Athlete,"Tokai University (Shibuya, JPN)",Japanese
1896760,TRUE,ABE Uta,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women -52 kg', 'Mixed Team']",2000-07-14,KOBE,Japan,,Japan,,Likes dinosaur mascots,,"Graduated in March 2023 from Nippon Sports Science University, Tokyo, (JPN)",Japanese
1896762,TRUE,SONE Akira,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women +78 kg', 'Mixed Team']",2000-07-09,KURUME,Japan,OKAYAMA,Japan,,,Student,"Physical Education at International Pacific University (Okayama, JPN)",Japanese
1896763,TRUE,ABE Hifumi,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men -66 kg', 'Mixed Team']",1997-08-09,KOBE,Japan,,Japan,,,,"Martial Arts at Nippon Sport Science University, Japan",Japanese
1896764,TRUE,WOLF Aaron,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men -100 kg', 'Mixed Team']",1996-02-25,TOKYO,Japan,,Japan,,"Making videos, spending time with his French bulldog Oreo","Coach, university staff","Martial Arts at Tokai University (Tokyo, JPN)",Japanese
1896765,TRUE,NAGASE Takanori,Male,Athlete,Japan,Japan,0,0,['Judo'],"['Men -81 kg', 'Mixed Team']",1993-10-14,NAGASAKI,Japan,TSUKUBA,Japan,,,Athlete,University of Tsukuba,Japanese
1896767,TRUE,TAKAICHI Miku,Female,Athlete,Japan,Japan,0,0,['Judo'],"['Women -63 kg', 'Mixed Team']",1994-04-07,TOKYO,Japan,TOKYO,Japan,,,"Athlete, office worker",,Japanese
1896768,TRUE,FAYZULLAEV Abbosbek,Male,Athlete,Uzbekistan,Uzbekistan,167,0,['Football'],['Men'],2003-10-03,SIRDARYO,Uzbekistan,,Russian Federation,,,Athlete,,"Russian, Uzbek"
1896769,TRUE,SAINBAYAR Jambaljamts,Male,Athlete,Mongolia,Mongolia,0,0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1996-09-04,ULAANBAATAR,Mongolia,,,"Jamba, Elo",,Athlete,,Mongolian
1896773,TRUE,HAMRALIEV Muhammadkodir,Male,Athlete,Uzbekistan,Uzbekistan,180,0,['Football'],['Men'],2001-07-06,FERGANA,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896774,TRUE,IBRAGIMOV Ibrokhim,Male,Athlete,Uzbekistan,Uzbekistan,178,0,['Football'],['Men'],2001-01-12,TASHKENT,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896780,TRUE,JALOLIDDINOV Jasurbek,Male,Athlete,Uzbekistan,Uzbekistan,166,0,['Football'],['Men'],2002-05-15,NAVOIY,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896781,TRUE,JIYANOV Ruslanbek,Male,Athlete,Uzbekistan,Uzbekistan,176,0,['Football'],['Men'],2001-06-05,TASHKENT,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896787,TRUE,KHOLMATOV Diyor,Male,Athlete,Uzbekistan,Uzbekistan,174,0,['Football'],['Men'],2002-07-22,FERGANA,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896792,TRUE,KHUSANOV Abdukodir,Male,Athlete,Uzbekistan,Uzbekistan,186,0,['Football'],['Men'],2004-02-29,TASHKENT,Uzbekistan,,France,,,Athlete,,"Russian, Uzbek"
1896796,TRUE,MIRSAIDOV Saidazamat,Male,Athlete,Uzbekistan,Uzbekistan,174,0,['Football'],['Men'],2001-07-19,TASHKENT,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896798,TRUE,NAZAROV Vladimir,Male,Athlete,Uzbekistan,Uzbekistan,181,0,['Football'],['Men'],2002-06-08,TASHKENT,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896801,TRUE,NEMATOV Abduvohid,Male,Athlete,Uzbekistan,Uzbekistan,182,0,['Football'],['Men'],2001-03-20,JIZZAKH,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896802,TRUE,NORCHAEV Khusain,Male,Athlete,Uzbekistan,Uzbekistan,179,0,['Football'],['Men'],2002-02-06,YAKKABOG,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896803,TRUE,ODILOV Alisher,Male,Athlete,Uzbekistan,Uzbekistan,177,0,['Football'],['Men'],2001-07-15,,,,,,,Athlete,,
1896806,TRUE,RAKHIMJONOV Asadbek,Male,Athlete,Uzbekistan,Uzbekistan,181,0,['Football'],['Men'],2004-02-17,,Uzbekistan,,Uzbekistan,,,Athlete,,"Russian, Uzbek"
1896807,TRUE,RAKHMONALIEV Umarali,Male,Athlete,Uzbekistan,Uzbekistan,170,0,['Football'],['Men'],2003-08-18,NAMANGAN,Uzbekistan,,Russian Federation,,,Athlete,,"Russian, Uzbek"
1896816,TRUE,YULDOSHEV Ibrokhimkhalil,Male,Athlete,Uzbekistan,Uzbekistan,168,0,['Football'],['Men'],2001-02-14,VANGIYER,Uzbekistan,,Kazakhstan,,,Athlete,,"Russian, Uzbek"
1896822,TRUE,ALIKULOV Khusniddin,Male,Athlete,Uzbekistan,Uzbekistan,186,0,['Football'],['Men'],1999-04-04,KITOB,Uzbekistan,,T체rkiye,,,Athlete,,"Russian, Uzbek"
1896878,TRUE,SHOMURODOV Eldor,Male,Athlete,Uzbekistan,Uzbekistan,190,0,['Football'],['Men'],1995-06-29,JARQO?RG?ON,Uzbekistan,,Italy,"""Uzbek Messi""",,Athlete,,"Russian, Uzbek"
1896883,TRUE,URUNOV Oston,Male,Athlete,Uzbekistan,Uzbekistan,181,0,['Football'],['Men'],2000-12-19,NAVOIY,Uzbekistan,,IR Iran,,,Athlete,,"Russian, Uzbek"
1896899,TRUE,DAVLYATOV Shokhrukh,Male,Athlete,Uzbekistan,Uzbekistan,173,0,['Athletics'],"[""Men's Marathon""]",1996-03-07,SARIASIYSKY DISTRICT,Uzbekistan,,,,,Athlete,,Uzbek
1896901,TRUE,SADULLAYEVA Safina,Female,Athlete,Uzbekistan,Uzbekistan,178,0,['Athletics'],"[""Women's High Jump""]",1998-03-04,SYRDARYA,Uzbekistan,SYRDARYA,Uzbekistan,,,Athlete,Physical Education at Gulistan State University (UZB),"Russian, Uzbek"
1896902,TRUE,DAVRONOVA Sharifa,Female,Athlete,Uzbekistan,Uzbekistan,170,0,['Athletics'],"[""Women's Triple Jump""]",2006-09-27,SAMARKAND,Uzbekistan,,,,,,,Uzbek
1896903,TRUE,ANVAROV Anvar,Male,Athlete,Uzbekistan,Uzbekistan,179,0,['Athletics'],"[""Men's Long Jump""]",2000-10-22,,,,,,,,,
1896956,TRUE,ANTONIO Manuel,Male,Athlete,Angola,Angola,0,0,['Canoe Sprint'],"[""Men's Canoe Double 500m""]",2000-12-13,,,,,,,Athlete,,Portuguese
1896958,TRUE,GIRMA Lamecha,Male,Athlete,Ethiopia,Ethiopia,187,0,['Athletics'],"[""Men's 3000m Steeplechase""]",2000-11-26,BEKOJI,Ethiopia,SULULTA,Ethiopia,,Watching films,Athlete,,"Amharic, Oromo"
1896962,TRUE,WALE Getnet,Male,Athlete,Ethiopia,Ethiopia,180,0,['Athletics'],"[""Men's 3000m Steeplechase""]",2000-07-16,"GISH ABAY, SEKELA WOREDA",Ethiopia,ADDIS ABABA,Ethiopia,,Enjoys watching movies and going to cafes with his friends,Athlete,,Amharic
1896963,TRUE,SANDA Benilson,Male,Athlete,Angola,Angola,0,0,['Canoe Sprint'],"[""Men's Canoe Single 1000m"", ""Men's Canoe Double 500m""]",2000-11-19,,,,,,,,,Portuguese
1896966,TRUE,MATIAS Andre,Male,Athlete,Angola,Angola,0,0,['Rowing'],"[""Men's Single Sculls""]",1989-06-22,LUANDA,Angola,"WASHINGTON, DC",United States,,,"Athlete, immigration lawyer","Graduated with a Bachelor's degree in Arts from Hamilton University (Clinton, NY, USA). Graduated with a Post Juris degree from Georgetown University (Washington, DC, USA)","English, French, Portuguese, Spanish"
1896987,TRUE,GIRAULT Evann Jean Abba,Male,Athlete,Niger,Niger,0,0,['Fencing'],"[""Men's Sabre Individual""]",2004-08-25,ORLEANS,France,ORLEANS,France,,,Student,Studies for a Bachelor's degree in Mechanical and Production Engineering at the University of Orleans (FRA),French
1897010,TRUE,FIREWU Samuel,Male,Athlete,Ethiopia,Ethiopia,170,0,['Athletics'],"[""Men's 3000m Steeplechase""]",2004-05-03,"ARBEGONA, SIDAMA REGION",Ethiopia,ADDIS ABABA,Ethiopia,,Spending time with friends,Athlete,,"Amharic, Sidaama"
1897013,TRUE,LIVACH Oksana,Female,Athlete,Ukraine,Ukraine,0,0,['Wrestling'],"[""Women's Freestyle 50kg""]",1997-05-14,DOLYNA,Ukraine,LVIV,Ukraine,,"Dancing, music, making videos",Athlete,Kamianets-Podilskyi National Ivana Ohiienka University (UKR),"Russian, Ukrainian"
1897019,TRUE,HRUSHYNA AKOBIIA Alina,Female,Athlete,Ukraine,Ukraine,0,0,['Wrestling'],"[""Women's Freestyle 57kg""]",1999-08-05,,,,,,,Athlete,,Ukrainian
1897022,TRUE,KOLIADENKO Iryna,Female,Athlete,Ukraine,Ukraine,0,0,['Wrestling'],"[""Women's Freestyle 62kg""]",1998-08-28,IRPEN,Ukraine,IRPEN',Ukraine,Ira,Reading,,"Studied Accounting at University of the State Fiscal Service of Ukraine (Irpen, UKR)","Russian, Ukrainian"
1897025,TRUE,SOVA RIZHKO Tetiana,Female,Athlete,Ukraine,Ukraine,0,0,['Wrestling'],"[""Women's Freestyle 68kg""]",1998-02-14,,,,,,,Athlete,,Ukrainian
1897036,TRUE,ALMAYEW Sembo,Female,Athlete,Ethiopia,Ethiopia,167,0,['Athletics'],"[""Women's 3000m Steeplechase""]",2005-01-24,MIDAKEGN,Ethiopia,,Ethiopia,,,Athlete,,Oromo
1897037,TRUE,MULETA Lomi,Female,Athlete,Ethiopia,Ethiopia,167,0,['Athletics'],"[""Women's 3000m Steeplechase""]",2001-11-29,"GUSHA TEMELA, OROMIA",Ethiopia,,Ethiopia,,,Athlete,,Oromo
1897078,TRUE,ACOSTA HERRERA Arlettys,Female,Athlete,Cuba,Cuba,0,0,['Taekwondo'],['Women +67kg'],1999-10-25,,Cuba,SAGUA LA GRANDE,Cuba,,,,,Spanish
1897088,TRUE,ALBA Rafael,Male,Athlete,Cuba,Cuba,0,0,['Taekwondo'],['Men +80kg'],1993-08-12,SANTIAGO DE CUBA,Cuba,SANTIAGO DE CUBA,Cuba,Pocho,,Athlete,,"English, Spanish"
1897090,TRUE,PUPO Leuris,Male,Athlete,Cuba,Cuba,0,0,['Shooting'],['25m Rapid Fire Pistol Men'],1977-04-09,HOLGUIN,Cuba,HAVANA,Cuba,,Music,Athlete,"Graduated in 2006 with a Bachelor's degree of Physical Culture from the Manuel Fajardo University of Physical Culture and Sports Sciences (Havana, CUB)",Spanish
1897092,TRUE,ALVAREZ Jorge,Male,Athlete,Cuba,Cuba,0,0,['Shooting'],['25m Rapid Fire Pistol Men'],1989-08-03,HAVANA,Cuba,HAVANA,Cuba,,"Watching films and series, reading",Athlete,"Studied Computer Engineering at the Jose Antonio Echevarria Polytechnic Higher Institute (Havana, CUB)",Spanish
1897107,TRUE,ASHRAF Shahd,Female,Athlete,Qatar,Qatar,174,0,['Athletics'],"[""Women's 100m""]",2003-09-16,,Sudan,,,,,Athlete,,English
1897115,TRUE,AL-OBAIDLY Abdulaziz,Male,Athlete,Qatar,Qatar,0,0,['Swimming'],"[""Men's 100m Breaststroke""]",2001-09-28,DOHA,Qatar,,,,"Football, playing video games",Athlete,,"Arabic, English"
1897138,TRUE,KHATUN Mst Sonia,Female,Athlete,Bangladesh,Bangladesh,0,0,['Swimming'],"[""Women's 50m Freestyle""]",1999-09-10,,Bangladesh,,Bangladesh,,,,,
1897153,TRUE,LUZAN Liudmyla,Female,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1997-03-27,IVANO-FRANKIVSK,Ukraine,IVANO-FRANKIVSK,Ukraine,,,"Athlete, student",Studying a Master's degree in Physical Culture at the National University Yuri Kondratyuk Poltava Polytechnic (UKR),"Russian, Ukrainian"
1897155,TRUE,RYBACHOK Anastasiia,Female,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Women's Canoe Single 200m"", ""Women's Canoe Double 500m""]",1998-04-13,KHERSON,Ukraine,KIEV,Ukraine,,"Basketball, cycling",Athlete,Studied Physical Education at Kherson State University (UKR),"English, Russian, Ukrainian"
1897157,TRUE,KUKHARYK Oleh,Male,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1997-04-25,KOMSOMOLSK,Ukraine,MYKOLAYIV,Ukraine,"He and the other three members of Ukraine's K4 500m crew (Dmytro Danylenko, Ihor Trunov and Ivan Semykin) are collectively known as Energy Circle",Swimming,Athlete,Studying for a Master's degree in Sports Rehabilitation at Black Sea National University in Mykolaiv (UKR),Ukrainian
1897158,TRUE,TRUNOV Ihor,Male,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Men's Kayak Double 500m"", ""Men's Kayak Four 500m""]",1992-05-10,KAMIANSKE,Ukraine,,,"He and the other three members of Ukraine's K4-500m crew (Oleh Kukharyk, Dmytro Danylenko and Ivan Semykin) are collectively known as Energy Circle",,Athlete,,Ukrainian
1897159,TRUE,DANYLENKO Dmytro,Male,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1999-06-24,VINNYTSIA,Ukraine,DNIPRO,Ukraine,"He and the other three members of Ukraine's K4-500m crew (Oleh Kukharyk, Ihor Trunov and Ivan Semykin) are collectively known as Energy Circle",,Athlete,,Ukrainian
1897160,TRUE,SEMYKIN Ivan,Male,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Men's Kayak Four 500m""]",1997-06-04,OBUKHIV,Ukraine,OBUKHIV,Ukraine,"He and the other three members of Ukraine's K4 500m crew (Oleh Kukharyk, Dmytro Danylenko, and Ihor Trunov) are collectively known as Energy Circle",,Athlete,,Ukrainian
1897168,TRUE,ALTUKHOV Pavlo,Male,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Men's Canoe Single 1000m""]",1995-12-23,KHMELNYTSKYI,Ukraine,KHMELNYTSKYI,Ukraine,,Filming and producing videos,Athlete,"Studied Management, Marketing at Khmelnytskyi National University (UKR)","English, Russian, Ukrainian"
1897173,TRUE,POVKH Mariya,Female,Athlete,Ukraine,Ukraine,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1989-01-08,LUTSK,Ukraine,LUTSK,Ukraine,Masha,"Tourism, hiking",Athlete,"Graduated with a Bachelor's degree in Sport Studies from Lesya Ukrainka Eastern European National University (Lutsk, UKR)","English, Russian, Ukrainian"
1897191,TRUE,EASHASH Zeyad,Male,Athlete,Jordan,Jordan,174,0,['Boxing'],"[""Men's 71kg""]",1998-10-23,AMMAN,Jordan,AMMAN,Jordan,,,Athlete,,Arabic
1897202,TRUE,ALKASBEH Obada,Male,Athlete,Jordan,Jordan,166,0,['Boxing'],"[""Men's 63.5kg""]",1994-07-30,AMMAN,Jordan,AMMAN,Jordan,,,Athlete,,Arabic
1897214,TRUE,IASHAISH Hussein,Male,Athlete,Jordan,Jordan,180,0,['Boxing'],"[""Men's 80kg""]",1995-08-06,AMMAN,Jordan,AMMAN,Jordan,,"Swimming, basketball",Athlete,,Arabic
1897227,TRUE,SEMBERG Abishag,Female,Athlete,Israel,Israel,0,0,['Taekwondo'],['Women -49kg'],2001-09-16,GEDERA,Israel,RAMLA,Israel,,,"Athlete, soldier",,"English, Hebrew"
1897251,TRUE,SAGIV Shachar,Male,Athlete,Israel,Israel,0,0,['Triathlon'],"[""Men's Individual""]",1994-10-11,HAIFA,Israel,ZIKHRON YA'AKOV,Israel,,,Athlete,,"English, Hebrew"
1897256,TRUE,ZAYED Ebtissam,Female,Athlete,Egypt,Egypt,0,0,['Cycling Track'],"[""Women's Omnium""]",1996-09-25,SUEZ,Egypt,,,,,Athlete,High Institute for Computers and Management Information Systems (EGY),"Arabic, English"
1897259,TRUE,DUDCHENKO Kateryna,Female,Athlete,Ukraine,Ukraine,0,0,['Rowing'],"[""Women's Quadruple Sculls""]",1996-10-14,,,,,,,Athlete,,Ukrainian
1897260,TRUE,VERKHOGLIAD Daryna,Female,Athlete,Ukraine,Ukraine,0,0,['Rowing'],"[""Women's Quadruple Sculls""]",1992-02-22,VELYKA OLEKSANDRIVKA,Ukraine,KYIV,Ukraine,,,"Athlete, sport soldier",Studied Physical Education at Kherson State University (UKR),Ukrainian
1897261,TRUE,DOVHODKO Yevheniia,Female,Athlete,Ukraine,Ukraine,0,0,['Rowing'],"[""Women's Quadruple Sculls""]",1992-09-29,VELYKA LEPETYKHA,Ukraine,KYIV,Ukraine,,,Athlete,,Ukrainian
