code,current,name,gender,function,country,nationality,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang
1897263,TRUE,KOZHENKOVA Anastasiia,Female,Athlete,Ukraine,Ukraine,0,0,['Rowing'],"[""Women's Quadruple Sculls""]",1986-01-19,KOVEL,Ukraine,KOVEL,Ukraine,,,"Athlete, sport solider",Studied at the National University of Physical Education and Sport of Ukraine (UKR),"German, Russian, Ukrainian"
1897270,TRUE,KOVALOV Stanislav,Male,Athlete,Ukraine,Ukraine,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1991-08-20,KHERSON,Ukraine,KYIV,Ukraine,,"Reading, cycling",Athlete,"Studied at the National University of Physical Education and Sport of Ukraine (Kyiv, UKR)","English, Russian, Ukrainian"
1897274,TRUE,KHMARA Igor,Male,Athlete,Ukraine,Ukraine,0,0,['Rowing'],"[""Lightweight Men's Double Sculls""]",1990-03-18,KYIV,Ukraine,KYIV,Ukraine,,"Fishing, cookery",Athlete,"Studied at National University of Physical Education and Sport of Ukraine (Kiev, UKR)","Russian, Ukrainian"
1897277,TRUE,RODITI Matan,Male,Athlete,Israel,Israel,0,0,['Marathon Swimming'],"[""Men's 10km""]",1998-10-06,HERZLIYA,Israel,HERZLIYA,Israel,,,Athlete,"Studying Computer Science at Reichman University, Herzliya (ISR)","English, Hebrew"
1897287,TRUE,ABOUELHASSAN Youssef,Male,Athlete,Egypt,Egypt,0,0,['Cycling Track'],"[""Men's Omnium""]",2001-12-07,,Egypt,,Egypt,,,Athlete,,Arabic
1897288,TRUE,NASSEE Ariel,Female,Athlete,Israel,Israel,0,0,['Artistic Swimming'],['Duet'],2003-10-06,,,,,,,Athlete,,Hebrew
1897289,TRUE,BOBRITSKY Shelly,Female,Athlete,Israel,Israel,0,0,['Artistic Swimming'],['Duet'],2001-06-27,,,REHOVOT,Israel,,Painting,Athlete,,"English, Hebrew"
1897298,TRUE,MARAANA Adam,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 100m Backstroke""]",2003-07-07,,,HAIFA,Israel,,Surfing,,,
1897299,TRUE,MAIBUCA Karalo Hepoiteloto,Male,Athlete,Tuvalu,Tuvalu,176,0,['Athletics'],"[""Men's 100m""]",1999-06-10,,Tuvalu,,,,,"Athlete, student",Studied Environmental Management at the University of the South Pacific (FIJ),
1897302,TRUE,HASSAN Ali Idow,Male,Athlete,Somalia,Somalia,178,0,['Athletics'],"[""Men's 800m""]",1998-07-01,MOGADISHU,Somalia,ADDIS ABABA,Ethiopia,,,Athlete,,Somali
1897303,TRUE,MUREZ Andrea,Female,Athlete,Israel,Israel,0,0,['Swimming'],"['Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",1992-01-29,"VENICE, CA",United States,,Israel,"Andy, Andi","Travelling, photography, skiing","Athlete, student","Graduated in 2023 from Sackler School of Medicine New York (USA) / American Program of Tel Aviv University Medical School (ISR).</p><p>Graduated in 2013 with a degree in Human Biology at Stanford University (CA, USA)","English, Hebrew"
1897305,TRUE,BARZELAY Aviv,Female,Athlete,Israel,Israel,0,0,['Swimming'],"[""Women's 100m Backstroke"", ""Women's 200m Backstroke""]",2002-05-28,MITZPE AVIV,Israel,"COLLEGE STATION, TX",United States,,Spending time with friends,Student,"Studying Sports Management at Texas A&M University, College Station (USA)","English, Hebrew"
1897306,TRUE,SPITZ Ayla,Female,Athlete,Israel,Israel,0,0,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2001-01-08,"NEWPORT BEACH, CA",United States,,,,,Student,"Studying for a Master's in Data Science at Northwestern University, Evanston, IL (USA).</p><p>Graduated in 2023 with a Master's in Global Studies at University of California, Berkeley (USA).</p><p>Graduated in 2022 with a degree in Political Economy at University of California, Berkeley (USA)",English
1897307,TRUE,MANATOA Temalini,Female,Athlete,Tuvalu,Tuvalu,0,0,['Athletics'],"[""Women's 100m""]",2004-04-21,,,,,,,,,
1897308,TRUE,SOLOVEYCHIK Bar,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2000-08-15,KIRYAT MOTZKIN,Israel,"MINNEAPOLIS, MN",United States,,Gaming,Student,"Studying Computer Science at University of Minnesota, Minneapolis, MN (USA)","English, Hebrew, Russian"
1897309,TRUE,GORBENKO Anastasia,Female,Athlete,Israel,Israel,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Backstroke"", ""Women's 200m Individual Medley"", ""Women's 400m Individual Medley"", ""Women's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",2003-08-07,HAIFA,Israel,,,,"Reading, watching television, painting, spending time with friends","Athlete, student",,"English, Hebrew"
1897311,TRUE,GOLOVATY Daria,Female,Athlete,Israel,Israel,0,0,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2005-08-30,,,,,,,,,
1897321,TRUE,NASSAR Ahmed,Male,Athlete,Egypt,Egypt,0,0,['Taekwondo'],['Men -68kg'],2000-10-23,,Egypt,,Egypt,,,Athlete,,Arabic
1897323,TRUE,ABDALLA Yaseen,Male,Athlete,Sudan,Sudan,0,0,['Athletics'],"[""Men's Marathon""]",2001-08-13,,,,United States,,,"Athlete, student","Attended the University of Texas (Austin, USA) and the University of Tennessee (Knoxville, USA). He will transfer to the University of Arkansas (Fayetteville, USA) in autumn 2024",English
1897330,TRUE,ELBAKH Faris Ibrahim E,Male,Athlete,Qatar,Qatar,0,0,['Weightlifting'],"[""Men's 102kg""]",1998-06-04,,,DOHA,Qatar,Meso Hassona,"Travelling, camping, riding horses",Athlete,,"Arabic, English"
1897339,TRUE,EISSA Seif,Male,Athlete,Egypt,Egypt,0,0,['Taekwondo'],['Men -80kg'],1998-06-15,CAIRO,Egypt,CAIRO,Egypt,,,Athlete,"Arab Academy for Science, Technology and Maritime Transport (EGY)","Arabic, English"
1897347,TRUE,SHEHATA Aya,Female,Athlete,Egypt,Egypt,0,0,['Taekwondo'],['Women -67kg'],2003-02-16,,Egypt,,Egypt,,,Athlete,,Arabic
1897353,TRUE,GERCHIK David,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 200m Backstroke""]",2001-02-20,HAIFA,Israel,,,,,Student,"Studies at Northwestern University, Evanston (IL, USA)",
1897354,TRUE,LOKTEV Denis,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 200m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay""]",2000-04-06,ASHDOD,Israel,"LOUISVILLE, KY",United States,,,Student,"Student at University of Louisville (KY, USA)","English, Hebrew"
1897356,TRUE,BEN SHITRIT Eitan,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2003-06-02,RA'ANANA,Israel,"ANN ARBOR, MI",United States,,,Student,"University of Michigan, Ann Arbor (USA)",
1897357,TRUE,COHEN GROUMI Gal,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay"", 'Mixed 4 x 100m Medley Relay']",2002-04-22,HOD HASHARON,Israel,"ANN ARBOR, MI",United States,,,Student,"Studying Mathematics and Statistics at University of Michigan (Ann Arbor, USA)","English, Hebrew"
1897360,TRUE,POLONSKY Lea,Female,Athlete,Israel,Israel,0,0,['Swimming'],"[""Women's 200m Freestyle"", ""Women's 200m Individual Medley"", ""Women's 4 x 200m Freestyle Relay""]",2002-05-25,HAIFA,Israel,"BERKELEY, CA",United States,,,Student,"Studying for a Bachelor's degree in Computer Science at University of California, Berkeley (USA)","English, Hebrew, Russian"
1897362,TRUE,KARTAVI Martin,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2004-03-09,,,,,,,,,
1897363,TRUE,CHERUTI Meiron Amir,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 50m Freestyle""]",1997-10-19,,,,,HTG,,Athlete,,"English, Hebrew"
1897365,TRUE,POLONSKY Ron,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 200m Individual Medley"", 'Mixed 4 x 100m Medley Relay']",2001-03-28,HAIFA,Israel,CALIFORNIA,United States,,,Student,"Studies Computer Science at Stanford University (CA, USA)","English, Hebrew"
1897369,TRUE,FRANKEL Tomer,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay""]",2000-10-18,JERUSALEM,Israel,"BLOOMINGTON, IN",United States,,Spending time with friends,"Athlete, student","Studying Environmental Management at Indiana University (Bloomington, IN, USA)","English, Hebrew"
1897380,TRUE,GLIVINSKIY Alexey,Male,Athlete,Israel,Israel,0,0,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2004-09-23,JERUSALEM,Israel,JERUSALEM,Israel,,,,,
1897384,TRUE,IBRAHIM ADEL,Male,Athlete,Egypt,Egypt,173,0,['Football'],['Men'],2001-04-23,PORT SAID,Egypt,,Egypt,,,Athlete,,"Arabic, English"
1897453,TRUE,BOLIUKH Kirill,Male,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Men's Synchronised 10m Platform""]",2007-03-12,KYIV,Ukraine,,,,,,,Ukrainian
1897455,TRUE,KOLODIY Oleg,Male,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",1993-03-16,MYKOLAYIV,Ukraine,KIEV,Ukraine,,"Playing billiards, playing table tennis, listening to music",Athlete,Graduated with a degree in Mathematics from Mykolayiv National University (UKR),"English, Russian, Ukrainian"
1897456,TRUE,SEREDA Oleksii,Male,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",2005-12-25,,,KYIV,Ukraine,"Leha, Lyosha","Table tennis, football, playing computer games","Athlete, student",,"Russian, Ukrainian"
1897459,TRUE,KONOVALOV Danylo,Male,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",2003-04-18,MYKOLAIV,Ukraine,,,,,,,Ukrainian
1897464,TRUE,BAILO Kseniia,Female,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Women's Synchronised 10m Platform""]",2005-02-25,MYKOLAIV,Ukraine,,,,,,,Ukrainian
1897466,TRUE,LYSKUN Sofiia,Female,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Women's 10m Platform"", ""Women's Synchronised 10m Platform""]",2002-02-07,LUHANSK,Ukraine,KYIV,Ukraine,,"Reading, computer games",,"Studied Coaching at Taras Shevchenko National University of Kyiv, Ukraine","Russian, Ukrainian"
1897467,TRUE,KESAR Viktoriya,Female,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",1993-08-11,ZAPOROZHYE,Ukraine,ZAPOROZHYE,Ukraine,,"Bowling, cue sports",,Studied Physical Education at Zaporozhye National Technical University (UKR),"Russian, Ukrainian"
1897468,TRUE,PYSMENSKA Anna,Female,Athlete,Ukraine,Ukraine,0,0,['Diving'],"[""Women's Synchronised 3m Springboard""]",1991-03-12,VINNYTSIA,Ukraine,,,Anya,"Needlework, reading",Athlete,Graduated in Sport Studies from Luhansk Taras Shevchenko National University (UKR),"Russian, Ukrainian"
1897513,TRUE,ALEKSIIVA Maryna,Female,Athlete,Ukraine,Ukraine,0,0,['Artistic Swimming'],['Duet'],2001-05-29,KHARKIV,Ukraine,KHARKIV,Ukraine,,,Athlete,"Studied at Yaroslav Mudryi National Law University (Kharkiv, UKR)","English, Italian, Russian"
1897514,TRUE,ALEKSIIVA Vladyslava,Female,Athlete,Ukraine,Ukraine,0,0,['Artistic Swimming'],['Duet'],2001-05-29,KHARKIV,Ukraine,KHARKIV,Ukraine,Vlada,,Athlete,"Studied at Yaroslav Mudryi National Law University (Kharkiv, UKR)","English, Italian, Russian"
1897526,TRUE,SVITOLINA Elina,Female,Athlete,Ukraine,Ukraine,174,0,['Tennis'],"[""Women's Singles""]",1994-09-12,ODESA,Ukraine,KHARKIV,Ukraine,,"Playing football, golf, cooking",,,"English, Russian, Ukrainian"
1897527,TRUE,KICHENOK Nadiia,Female,Athlete,Ukraine,Ukraine,172,0,['Tennis'],"[""Women's Doubles""]",1992-07-20,DNIPRO,Ukraine,DNIPRO,Ukraine,,"Sports, nutrition, shopping",,,"English, Russian, Ukrainian"
1897528,TRUE,KICHENOK Lyudmyla,Female,Athlete,Ukraine,Ukraine,175,0,['Tennis'],"[""Women's Doubles""]",1992-07-20,DNIPRO,Ukraine,DNIPRO,Ukraine,Lyuda,"Travel, nutrition, shopping",,,"English, Russian, Ukrainian"
1897529,TRUE,YASTREMSKA Dayana,Female,Athlete,Ukraine,Ukraine,175,0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",2000-05-15,ODESSA,Ukraine,ODESSA,Ukraine,,"Singing, dancing, extreme driving",,,"English, Ukrainian"
1897531,TRUE,KOSTYUK Marta,Female,Athlete,Ukraine,Ukraine,175,0,['Tennis'],"[""Women's Doubles"", ""Women's Singles""]",2002-06-28,KYIV,Ukraine,,,,,,,"English, Ukranian"
1897536,TRUE,KUZYA,Male,Athlete,Ukraine,Ukraine,0,0,['Breaking'],['B-Boys'],1990-07-23,,Russian Federation,,,,,"Athlete, choreographer, coach",,"English, Ukrainian"
1897537,TRUE,KATE,Female,Athlete,Ukraine,Ukraine,0,0,['Breaking'],['B-Girls'],1995-06-02,KHARKIV,Ukraine,,United States,,,,,"English, Ukrainian"
1897538,TRUE,STEFANI,Female,Athlete,Ukraine,Ukraine,0,0,['Breaking'],['B-Girls'],1994-06-26,KHARKIV,Ukraine,LONDON,Great Britain,,"Running, swimming, full-body gym workouts",,,Ukrainian
1897555,TRUE,KOVTUN Illia,Male,Athlete,Ukraine,Ukraine,0,0,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",2003-08-10,CHERKASY,Ukraine,CHERKASY,Ukraine,,"Helping other people, recreation activities, music","Athlete, student","Physical Education and Sport at the National University of Ukraine (Kyiv, UKR)","Russian, Ukrainian"
1897556,TRUE,VERNIAIEV Oleg,Male,Athlete,Ukraine,Ukraine,0,0,['Artistic Gymnastics'],"['Men', ""Men's All-Around"", ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",1993-09-29,DONETSK,Ukraine,KYIV,Ukraine,,Spending time with friends,Athlete,"National University of Ukraine on Physical Education and Sport, Kyiv (UKR)","English, Russian, Ukrainian"
1897557,TRUE,CHEPURNYI Nazar,Male,Athlete,Ukraine,Ukraine,0,0,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",2002-09-03,CHERKASSY,Ukraine,CHERKASSY,Ukraine,,"Football, computer games, spending time with friends",Athlete,"National University of Ukraine on Physical Education and Sport (Kyiv, UKR)","Russian, Ukrainian"
1897558,TRUE,RADIVILOV Igor,Male,Athlete,Ukraine,Ukraine,0,0,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",1992-10-19,MARIUPOL,Ukraine,,Ukraine,Radik,"Taking walks, watching television and movies",Athlete,"National University of Physical Education and Sport of Ukraine (Kyiv, UKR)","Russian, Ukrainian"
1897559,TRUE,STELMAKH Radomyr,Male,Athlete,Ukraine,Ukraine,0,0,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Horizontal Bar"", ""Men's Parallel Bars"", ""Men's Pommel Horse"", ""Men's Rings"", ""Men's Vault"", ""Men's Team""]",2005-08-18,ZAPORIZHZHYA,Ukraine,,Ukraine,,Playing computer games,Athlete,,Ukrainian
1897560,TRUE,LASHCHEVSKA Anna,Female,Athlete,Ukraine,Ukraine,0,0,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",2007-11-20,IVANO-FRANKIVSK,Ukraine,,,,,,,
1897573,TRUE,ONOFRIICHUK Taisiia,Female,Athlete,Ukraine,Ukraine,0,0,['Rhythmic Gymnastics'],['Individual All-Around'],2008-05-26,KYIV,Ukraine,,Ukraine,,,Athlete,,
1897578,TRUE,VYSOCHANSKA Mariia,Female,Athlete,Ukraine,Ukraine,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2002-09-10,LVIV,Ukraine,KYIV,Ukraine,Marichka,"Spending time outdoors, reading","Athlete, student","National University of Physical Education and Sports, Kyiv (UKR)","English, Ukrainian"
1897580,TRUE,BAIEVA Diana,Female,Athlete,Ukraine,Ukraine,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2004-08-09,MAKIIVA,Ukraine,,Ukraine,,,Athlete,,"English, Russian, Ukrainian"
1897581,TRUE,MELNYK Alina,Female,Athlete,Ukraine,Ukraine,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2005-05-17,LVIV,Ukraine,,Ukraine,,,Athlete,,"Russian, Ukrainian"
1897582,TRUE,PEREMETA Valeriia,Female,Athlete,Ukraine,Ukraine,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2007-09-25,MYKOLAIV,Ukraine,KYIV,Ukraine,,,Athlete,,
1897585,TRUE,SHYRYKINA Kira,Female,Athlete,Ukraine,Ukraine,0,0,['Rhythmic Gymnastics'],['Group All-Around'],2008-06-04,DRIPROPETROVSK,Ukraine,,Ukraine,,,Athlete,,"English, Russian, Ukrainian"
1897633,TRUE,BAKASTOVA Yuliia,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's Sabre Team""]",1996-06-26,,,,,,,,,
1897637,TRUE,KRAVATSKA Olena,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",1992-06-22,CHERNIVTSI,Ukraine,,,Lena,"Going to the gym, reading",,,"Russian, Ukrainian"
1897638,TRUE,KOMASHCHUK Alina,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",1993-04-24,NETISHYN,Ukraine,,,,"Listening to music, dancing",Athlete,Graduated with a degree in Physical Education from Kamyanets-Podilsky National University (UKR),"Russian, Ukrainian"
1897639,TRUE,KRYVYTSKA Olena,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's 횋p챕e Individual"", ""Women's 횋p챕e Team""]",1987-02-23,ROSTOV,Russian Federation,,,Lena,"Ballet, theatre, reading, watching movies, travelling, learning Spanish",Athlete,Graduated with a degree in Sport Studies from Ternopil Volodymyr Hnatiuk National Pedagogical University (UKR),"English, Russian, Spanish, Ukrainian"
1897640,TRUE,KHARKOVA Vlada,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's 횋p챕e Individual"", ""Women's 횋p챕e Team""]",1996-09-29,UZHGOROD,Ukraine,KIEV,Ukraine,,,Athlete,,"English, Ukrainian"
1897642,TRUE,BEZHURA Dzhoan Feybi,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's 횋p챕e Individual"", ""Women's 횋p챕e Team""]",1991-10-22,,,,,,"Walking her dogs, spending time with friends, going to the cinema, travelling",Athlete,"Graduated with a degree in Coaching from National University of Ukraine on Physical Education and Sport (Kyiv, UKR)","Russian, Ukrainian"
1897643,TRUE,VARFOLOMYEYEVA Darja,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's 횋p챕e Team""]",1999-04-13,,Ukraine,,Ukraine,,,Athlete,,
1897644,TRUE,KHARLAN Olga,Female,Athlete,Ukraine,Ukraine,0,0,['Fencing'],"[""Women's Sabre Individual"", ""Women's Sabre Team""]",1990-09-04,MYKOLAYIV,Ukraine,BOLOGNA,Italy,"Olya, Oly","Shopping, snowboarding",Athlete,"Studied Coaching at the Admiral Makarov National University of Shipbuilding (Mykolayiv, UKR)","English, Russian, Ukrainian"
1897651,TRUE,KONOTOP Kamila,Female,Athlete,Ukraine,Ukraine,0,0,['Weightlifting'],"[""Women's 59kg""]",2001-03-23,LYMAN,Ukraine,KHARKIV,Ukraine,,Music,"Athlete, student",Studied at Kharkiv State Academy of Physical Education (UKR),"Russian, Ukrainian"
1897671,TRUE,TOVKAI Oleksandr,Male,Athlete,Ukraine,Ukraine,0,0,['Modern Pentathlon'],"[""Men's Individual""]",1996-01-27,,,,,,,"Athlete, sport soldier",,Ukrainian
1897675,TRUE,CHEKAN Vladyslav,Male,Athlete,Ukraine,Ukraine,0,0,['Modern Pentathlon'],"[""Men's Individual""]",2002-01-09,,,,,,,Athlete,Studies at the National University of Physical Education and Sport of Ukraine (Kyiv),Ukrainian
1897678,TRUE,PERMYKINA Valeriia,Female,Athlete,Ukraine,Ukraine,0,0,['Modern Pentathlon'],"[""Women's Individual""]",1993-09-21,,,,,,,Athlete,"Studied at the National University of Physical Training and Sports, Kyiv (UKR)",Ukrainian
1897750,TRUE,MORRIS Eva,Female,Athlete,New Zealand,New Zealand,0,0,['Artistic Swimming'],['Duet'],1998-01-31,AUCKLAND,New Zealand,"GOLD COAST, QLD",Australia,,,"Athlete, reformer pilates instructor",,English
1897751,TRUE,BROWN Nina,Female,Athlete,New Zealand,New Zealand,0,0,['Artistic Swimming'],['Duet'],2003-09-12,OTAHUHU,New Zealand,"GOLD COAST, QLD",Australia,,,"Athlete, student","Studies at Griffith University (Brisbane, QLD, AUS)",English
1897756,TRUE,TRAILL Venice Elizabeth Megan,Female,Athlete,Fiji,Fiji,0,0,['Taekwondo'],['Women +67kg'],1997-12-15,NAUSORI,Fiji,NAUSORI,Fiji,,,Athlete,"University of the South Pacific (Suva, FIJ)",English
1897777,TRUE,van ROOYEN Erik,Male,Athlete,South Africa,South Africa,188,0,['Golf'],"[""Men's Individual Stroke Play""]",1990-02-21,CAPE TOWN,South Africa,"JUPITER, FL",United States,,"Playing the guitar, watching the Springboks (South Africa's rugby team)",,Graduated with a degree in marketing from the University of Minnesota (USA),English
1897778,TRUE,BEZUIDENHOUT Christiaan,Male,Athlete,South Africa,South Africa,185,0,['Golf'],"[""Men's Individual Stroke Play""]",1994-05-18,DELMAS,South Africa,PRETORIA,South Africa,C-Bez,"Watching television series, supporting English Premier League football club Chelsea",,,"Afrikaans, English"
1897782,TRUE,BUHAI Ashleigh,Female,Athlete,South Africa,South Africa,165,0,['Golf'],"[""Women's Individual Stroke Play""]",1989-05-11,JOHANNESBURG,South Africa,,South Africa,,"Playing sports, listening to music, playing the guitar",,,English
1897783,TRUE,RETO Paula,Female,Athlete,South Africa,South Africa,168,0,['Golf'],"[""Women's Individual Stroke Play""]",1990-05-03,CAPE TOWN,South Africa,"CORAL SPRINGS, FL",United States,,"Kayaking, hanging out with friends and family",,,English
1897809,TRUE,MATADI Emmanuel,Male,Athlete,Liberia,Liberia,183,0,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",1991-04-15,MONROVIA,Liberia,,United States,,,Athlete,"Graduated with a Bachelor's degree in Business Administration, Management and Operations from Minnesota State University (USA)",English
1897817,TRUE,FAHNBULLEH Joseph,Male,Athlete,Liberia,Liberia,188,0,['Athletics'],"[""Men's 200m"", ""Men's 4 x 100m Relay""]",2001-09-11,"HOPKINS, MN",United States,"GAINESVILLE, FL",United States,"Bullet. ""It came from high school. The end of my last name - they dropped the h and added the t. I call myself that a little bit because I am like a bullet."" (worldathletics.org, 28 Sep 2022)","Going for a run, art (working with watercolours to create portraits), going bowling with coach Mike Holloway and friends, spending time with his Doberman","Athlete, student","Studies Educational Sciences at the University of Florida (Gainesville, FL, USA)",English
1897821,TRUE,REEVES Jabez,Male,Athlete,Liberia,Liberia,180,0,['Athletics'],"[""Men's 4 x 100m Relay""]",2002-09-09,,,,,,"Playing bass guitar, electric guitar and singing","Athlete, student",Studies Psychology at Minnesota State University (USA),English
1897827,TRUE,SHERMAN John,Male,Athlete,Liberia,Liberia,183,0,['Athletics'],"[""Men's 4 x 100m Relay""]",2004-10-04,,,,,,,"Athlete, student",Studies Nursing at Middle Tennessee State University (USA),English
1897831,TRUE,SIRLEAF Akeem,Male,Athlete,Liberia,Liberia,175,0,['Athletics'],"[""Men's 4 x 100m Relay""]",1997-03-10,,,,,,,Athlete,"br>Attended Butler Community College (El Dorado, KS, USA) and North Carolina Agricultural and Technical State University (USA)",English
